id,calories,proteins,fat,carbohydrate,name,suitable for diabetes,glucose
1168,119.0,1.4,0.2,28.1,Sukun muda segar,1,278.19000000000005
1169,126.0,1.6,0.2,24.5,Sukun tua segar,1,242.55
1170,418.0,19.0,9.0,65.5,Susu asam untuk bayi bubuk,0,648.45
1171,513.0,24.6,30.0,36.2,Susu bubuk,1,358.38000000000005
1172,64.0,4.3,2.3,6.6,Susu Kambing,1,65.34
1173,41.0,3.5,2.5,5.0,Susu Kedelai,1,49.5
1174,336.0,8.2,10.0,55.0,Susu Kental Manis,0,544.5000000000001
1175,138.0,7.0,7.9,9.9,Susu Kental Tak Manis,1,98.01
1176,160.0,6.3,12.0,7.1,Susu Kerbau,1,70.29
1177,61.0,3.2,3.5,4.3,Susu Sapi,1,42.57000000000001
1178,36.0,3.5,0.1,5.1,Susu Skim (tak berlemak),1,50.49
1179,359.0,35.6,1.0,52.0,Susu skim bubuk,0,514.8000000000001
1180,36.0,3.5,0.1,5.1,Susu skim segar,1,50.49
1181,87.0,5.3,5.2,6.3,Susupan,1,62.370000000000005
1182,90.0,1.5,0.1,21.9,Suweg kukus,1,216.81
1183,69.0,1.0,0.1,15.7,Suweg mentah,1,155.43
1184,74.0,1.4,0.1,17.2,Suweg talas segar,1,170.28000000000003
1185,347.0,0.5,0.9,84.2,Suwir-suwir,0,833.58
1186,68.0,7.8,4.6,1.6,Tahu,1,15.840000000000002
1187,115.0,9.7,8.5,2.5,Tahu goreng,1,24.75
1188,328.0,12.6,19.9,24.6,Tahu telur,1,243.54000000000002
1189,148.0,13.8,8.5,4.0,Takwa,1,39.6
1190,120.0,1.5,0.3,28.2,Talas bogor kukus,1,279.18
1191,163.0,2.3,0.5,36.4,Talas pontianak segar,1,360.36
1192,115.0,1.8,0.5,25.9,Talas viqueque segar,1,256.41
1193,120.0,1.5,0.3,28.2,Tales kukus,1,279.18
1194,98.0,1.9,0.2,23.7,Tales mentah,1,234.63
1195,166.0,10.4,4.9,24.1,Taoco,1,238.59000000000003
1196,88.0,3.2,2.1,14.0,Taoge goreng,1,138.60000000000002
1197,76.0,9.0,2.6,6.4,Taoge kacang kedelai segar,1,63.36000000000001
1198,28.0,3.0,0.8,4.0,Taoge seduh,1,39.6
1199,34.0,3.7,1.2,4.3,Taoge segar,1,42.57000000000001
1200,104.0,12.9,6.8,1.2,Taokoa,1,11.88
1201,99.0,1.7,0.3,22.4,Tapai beras,1,221.76
1202,166.0,3.8,1.0,34.4,Tapai ketan hitam,1,340.56000000000006
1203,172.0,3.0,0.5,37.5,Tapai ketan putih,1,371.25
1204,169.0,1.4,0.3,40.2,Tapai singkong,1,397.9800000000001
1205,358.0,7.5,4.3,70.4,Tauco cap DAS cake,0,696.9600000000002
1206,277.0,9.1,4.7,49.6,Tauji cap singa,1,491.0400000000001
1207,25.0,4.6,0.4,3.0,Tebu Terubuk,1,29.700000000000003
1208,83.0,10.4,3.4,2.8,Tedong pallu basa masakan,1,27.72
1209,132.0,19.5,0.7,67.8,Teh,0,671.22
1210,300.0,28.3,4.8,53.6,Teh hijau daun kering,0,530.6400000000001
1211,299.0,24.1,3.5,59.0,Teh melati daun kering,0,584.1
1212,34.0,2.0,0.1,7.9,Tekokak,1,78.21000000000001
1213,294.0,8.3,1.7,72.6,Tekokak kering,0,718.74
1214,53.0,1.9,0.9,9.4,Tekwan,1,93.06000000000002
1215,162.0,12.8,11.5,0.7,Telur Ayam,1,6.93
1216,361.0,19.3,31.9,0.7,Telur Ayam bagian kuning,1,6.93
1217,50.0,10.8,0.0,0.8,Telur Ayam bagian putih,1,7.920000000000001
1218,383.0,15.1,32.9,8.3,Telur Ayam ceplok,1,82.17
1219,251.0,16.3,19.4,1.4,Telur Ayam dadar,1,13.86
1220,179.0,13.6,13.3,4.4,Telur ayam kampung ,1,43.56000000000001
1221,386.0,17.0,35.0,0.8,Telur bebek bagian kuning segar,1,7.920000000000001
1222,54.0,11.0,0.0,0.8,Telur Bebek bagian putih,1,7.920000000000001
1223,54.0,11.0,0.0,0.8,Telur bebek bagian putih segar,1,7.920000000000001
1224,320.0,15.1,30.5,0.9,Telur Bebek ceplok,1,8.91
1225,301.0,20.0,23.7,0.0,Telur Bebek dadar,1,0.0
1226,187.0,10.9,12.4,7.9,Telur bebek tambak segar,1,78.21000000000001
1227,195.0,13.6,13.6,1.4,Telur Bebek telur asin,1,13.86
1228,116.0,10.7,7.0,1.6,Telur burung puyuh segar,1,15.840000000000002
1229,144.0,12.0,10.2,0.0,Telur Penyu,1,0.0
1230,425.0,31.0,28.0,10.0,Telur Terubuk,1,99.0
1231,119.0,4.4,3.5,18.3,Tempe bongkrek,1,181.17000000000002
1232,73.0,5.7,1.3,4.2,Tempe Gembus,1,41.58000000000001
1233,76.0,6.8,0.7,10.6,Tempe gembus yogya,1,104.94
1234,328.0,18.4,23.2,12.8,Tempe Goreng ,1,126.72000000000001
1235,139.0,12.5,0.8,21.9,Tempe kacang babi,1,216.81
1236,212.0,17.5,10.0,12.9,Tempe kacang belimbing,1,127.71000000000001
1237,143.0,12.0,5.5,11.4,Tempe kedelai + jagung,1,112.86000000000001
1238,350.0,24.5,26.6,10.4,Tempe kedelai murni goreng,1,102.96000000000001
1239,201.0,20.8,8.8,13.5,Tempe kedelai murni mentah,1,133.65
1240,141.0,10.2,1.3,23.2,Tempe koro benguk,1,229.68
1241,146.0,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit,1,194.04000000000002
1242,131.0,18.0,0.8,13.0,Tempe lamtoro var. gung tanpa kulit,1,128.70000000000002
1243,150.0,14.0,7.7,9.1,Tempe pasar segar,1,90.09
1244,336.0,20.0,28.0,7.8,Tempe pasar goreng,1,77.22
1245,240.0,6.0,2.7,49.3,Tempe Sayur ,1,488.07000000000005
1246,110.0,1.7,1.3,21.9,Tempoya,1,216.81
1247,126.0,1.1,2.2,25.7,Tempuyak,1,254.43000000000004
1248,355.0,0.7,0.2,85.2,Tepung Arrowroot,0,843.4800000000001
1249,364.0,7.0,0.5,80.0,Tepung Beras,0,792.0
1250,353.0,7.0,0.5,80.0,Tepung beras mentah,0,792.0
1251,353.0,0.8,1.7,83.6,Tepung Ganyong,0,827.6400000000001
1252,363.0,1.1,0.5,88.2,Tepung Gaplek,0,873.1800000000001
1253,355.0,0.7,0.2,85.2,Tepung Garut (arrowroot),0,843.4800000000001
1254,364.0,4.5,1.0,83.5,Tepung Hunkwee,0,826.6500000000001
1255,316.0,60.1,6.5,22.4,Tepung Ikan,1,221.76
1256,355.0,9.2,3.9,73.7,Tepung Jagung Kuning,0,729.6300000000001
1257,355.0,9.2,3.9,73.7,Tepung jagung putih,0,729.6300000000001
1258,388.0,19.0,7.5,61.2,Tepung Jalejo,0,605.8800000000001
1259,347.0,35.9,20.6,29.9,Tepung Kacang Kedelai,1,296.01
1260,347.0,0.3,0.1,85.6,Tepung Kentang,0,847.4399999999999
1261,350.0,1.2,0.6,85.0,Tepung Mocaf,0,841.5000000000001
1262,338.0,2.9,0.4,80.6,Tepung Pisang,0,797.9399999999999
1263,353.0,0.7,0.2,84.7,Tepung Sagu,0,838.5300000000002
1264,326.0,4.0,0.4,76.7,Tepung Sente,0,759.33
1265,363.0,1.1,0.5,88.2,Tepung singkong/ Tapioka,0,873.1800000000001
1266,353.0,2.9,0.5,84.4,Tepung Sukun,0,835.5600000000002
1267,509.0,24.6,30.0,36.2,Tepung Susu,1,358.38000000000005
1268,418.0,19.0,9.0,65.5,Tepung Susu Asam untuk bayi,0,648.45
1269,362.0,35.6,1.0,52.0,Tepung Susu Skim,0,514.8000000000001
1270,332.0,5.7,0.6,76.1,Tepung Tales Beneng,0,753.39
1271,365.0,8.9,1.3,77.3,Tepung Terigu,0,765.27
1272,354.0,2.8,0.6,84.4,Tepung Ubi Ungu,0,835.5600000000002
1273,155.0,22.3,2.9,9.9,Terasi,1,98.01
1274,191.0,33.1,3.6,6.6,Terasi dobo,1,65.34
1275,174.0,30.0,3.5,3.5,Terasi Merah,1,34.650000000000006
1276,174.0,30.0,3.5,5.6,Terasi merah,1,55.44
1277,365.0,23.7,22.3,17.5,Teri balado masakan,1,173.25
1278,462.0,39.1,32.4,3.5,Teripang dendeng mentah,1,34.650000000000006
1279,24.0,1.1,0.2,5.5,Terong,1,54.45
1280,285.0,4.3,25.7,9.5,Terong + Oncom makanan,1,94.05000000000001
1281,39.0,2.3,1.9,2.0,Terong Asam,1,19.8
1282,48.0,1.5,0.3,11.3,Terong Belanda,1,111.87000000000002
1283,45.0,1.9,0.8,7.5,Terong hintalo segar,1,74.25
1284,23.0,1.8,0.1,4.9,Terong kukus,1,48.510000000000005
1285,28.0,1.1,0.2,5.5,Terong segar,1,54.45
1286,52.0,2.1,1.1,8.6,Terung belanda segar,1,85.14000000000001
1287,52.0,1.1,0.4,11.2,Terung bengkulu segar,1,110.88
1288,25.0,2.1,0.1,5.3,Terung panjang,1,52.47
1289,23.0,1.8,0.1,4.9,Terung panjang kukus,1,48.510000000000005
1290,59.0,2.9,0.3,13.9,Tespong daun,1,137.61
1291,120.0,2.4,0.4,26.0,Tim (nasi tim),1,257.40000000000003
1292,33.0,1.2,1.3,4.1,Tinira ninahu nggaluku,1,40.589999999999996
1293,516.0,17.7,49.5,0.0,Tinoransak masakan,1,0.0
1294,355.0,6.2,1.2,79.8,Tipa-tipa,0,790.02
1295,353.0,2.4,1.1,83.4,Tiwul  ,0,825.6600000000001
1296,395.0,3.2,8.5,76.5,Tiwul Instan,0,757.35
1297,392.0,5.4,28.5,28.4,Toge -Tahu makanan,1,281.16
1298,93.6,4.4,1.8,15.1,Toge Goreng ,1,149.49
1299,23.0,2.9,0.2,4.1,Toge kacang ijo,1,40.589999999999996
1300,35.0,5.0,0.2,5.8,Toge kacang tunggak,1,57.42
1301,67.0,9.0,2.6,6.4,Toge kedelai,1,63.36000000000001
1302,28.0,3.0,0.8,4.0,Toge seduh,1,39.6
1303,20.0,1.0,0.2,3.5,Tomat air (juice) segar,1,34.650000000000006
1304,20.0,1.0,0.3,4.2,Tomat Masak,1,41.58000000000001
1305,24.0,1.3,0.5,4.7,Tomat merah segar,1,46.53000000000001
1306,24.0,2.0,0.7,3.3,Tomat muda segar,1,32.67
1307,189.0,11.3,15.7,0.6,Tumis bandeng,1,5.94
1308,48.0,1.4,4.2,2.6,Tumis bayam bersantan,1,25.740000000000002
1309,186.0,1.9,0.2,44.3,Ubi Cilembu,1,438.57000000000005
1310,160.0,3.7,1.3,55.3,Ubi Jalar Goreng ,0,547.47
1311,100.0,0.7,0.3,23.8,Ubi jalar kuning kukus,1,235.62000000000003
1312,119.0,0.5,0.4,25.1,Ubi jalar kuning segar,1,248.49000000000004
1313,83.0,1.5,0.2,18.8,Ubi jalar manis segar,1,186.12000000000003
1314,123.0,1.8,0.7,27.9,Ubi Jalar Merah,1,276.21000000000004
1315,151.0,1.6,0.3,35.4,Ubi jalar merah segar,1,350.46000000000004
1316,123.0,1.8,0.7,27.9,Ubi Jalar Putih,1,276.21000000000004
1317,114.0,1.4,9.6,25.6,Ubi Jalar Rebus,1,253.44000000000003
1318,184.0,1.4,0.3,22.5,Ubi Jalar Sayur,1,222.75000000000003
1319,108.0,0.5,0.4,25.6,Ubi jalar tinta/ kemayung,1,253.44000000000003
1320,165.0,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus,1,394.02
1321,82.0,5.8,1.3,11.7,Uceng/ bunga melinjo segar,1,115.83000000000001
1322,56.0,11.4,0.6,1.2,Udang besar segar,1,11.88
1323,81.0,16.5,0.3,3.0,Udang galah segar,1,29.700000000000003
1324,295.0,62.4,2.3,1.8,Udang kering,1,17.82
1325,278.0,62.6,4.1,2.2,Udang kering mentah,1,21.780000000000005
1326,273.0,47.8,3.8,12.5,Udang papay mentah,1,123.75000000000001
1327,91.0,21.0,0.2,0.1,Udang segar,1,0.9900000000000001
1328,380.0,11.9,30.3,14.9,Ulat sagu panggang,1,147.51
1329,241.0,5.8,21.6,5.8,Ulat sagu segar,1,57.42
1330,120.0,2.8,0.5,82.3,Umbi Uwi segar,0,814.77
1331,34.0,2.4,0.3,5.5,Umbut rotan,1,54.45
1332,130.0,14.0,7.2,1.5,Usus Sapi,1,14.850000000000001
1333,101.0,2.0,0.2,19.8,Uwi,1,196.02
1334,363.0,8.7,0.4,78.7,Vermicelli,0,779.1300000000001
1335,303.0,6.3,2.7,63.3,Wajit camilan,0,626.67
1336,45.0,0.8,0.9,8.1,Waluh balamak,1,80.19
1337,424.0,1.3,10.7,80.7,Widaran,0,798.9300000000001
1338,568.0,19.3,51.1,18.1,Wijen,1,179.19000000000003
1339,355.0,3.2,15.1,51.4,Wingko babat,0,508.86000000000007
1340,143.0,3.1,7.8,15.0,Woku ubi,1,148.5
1341,452.0,14.5,42.3,2.3,Worst (sosis daging),1,22.77
1342,42.0,1.2,0.6,9.3,Wortel Segar,1,92.07000000000002
1343,37.0,1.0,0.6,8.3,Wortel kukus,1,82.17
1344,28.0,0.7,0.5,6.3,Wortel rebus,1,62.370000000000005
1345,254.0,3.0,1.1,58.1,Yangko,0,575.19
1346,52.0,3.3,2.5,4.0,Yoghurt,1,39.6
